lat,lon,"Electrical Distribution Grid"
-14.00336645512,33.579711914062,1
-14.02468512745,33.579711914062,1
-13.992706376876,33.579711914062,1
-14.046001818596,33.590698242188,1
-14.05665942036,33.590698242188,1
-13.939398578709,33.590698242188,1
-13.992706376876,33.590698242188,1
-14.02468512745,33.590698242188,1
-14.035343720844,33.590698242188,1
-13.928735540111,33.590698242188,1
-13.982045804374,33.590698242188,1
-14.035343720844,33.700561523438,1
-14.205813572952,33.700561523438,1
-14.00336645512,33.700561523438,1
-14.354869497778,33.700561523438,1
-14.01402603876,33.700561523438,1
-13.982045804374,33.700561523438,1
-14.046001818596,33.700561523438,1
-13.992706376876,33.700561523438,1
-14.02468512745,33.700561523438,1
-13.96072317798,33.700561523438,1
-13.97138473796,33.700561523438,1
-14.02468512745,33.722534179688,1
-13.97138473796,33.722534179688,1
-14.01402603876,33.722534179688,1
-14.34422592369,33.722534179688,1
-14.205813572952,33.722534179688,1
-14.00336645512,33.722534179688,1
-14.354869497778,33.722534179688,1
-14.035343720844,33.711547851562,1
-14.205813572952,33.711547851562,1
-14.00336645512,33.711547851562,1
-14.354869497778,33.711547851562,1
-14.01402603876,33.711547851562,1
-13.982045804374,33.711547851562,1
-14.046001818596,33.711547851562,1
-14.365512565889,33.711547851562,1
-14.02468512745,33.711547851562,1
-14.195162951269,33.711547851562,1
-13.96072317798,33.711547851562,1
-13.97138473796,33.711547851562,1
-14.184511828767,33.656616210938,1
-14.259059157029,33.656616210938,1
-14.269706766568,33.656616210938,1
-14.00336645512,33.656616210938,1
-14.195162951269,33.656616210938,1
-14.216463693472,33.656616210938,1
-14.227113312483,33.656616210938,1
-13.992706376876,33.656616210938,1
-14.195162951269,33.689575195312,1
-13.96072317798,33.689575195312,1
-13.97138473796,33.689575195312,1
-13.939398578709,33.689575195312,1
-13.992706376876,33.689575195312,1
-14.163208082684,33.689575195312,1
-14.184511828767,33.689575195312,1
-13.950061124781,33.689575195312,1
-13.982045804374,33.689575195312,1
-14.205813572952,33.689575195312,1
-14.00336645512,33.689575195312,1
-14.17386020579,33.689575195312,1
-13.939398578709,32.997436523438,1
-13.928735540111,32.997436523438,1
-13.96072317798,33.250122070312,1
-13.950061124781,33.250122070312,1
-13.97138473796,33.283081054688,1
-13.992706376876,33.283081054688,1
-13.982045804374,33.283081054688,1
-13.939398578709,33.327026367188,1
-14.02468512745,33.327026367188,1
-14.01402603876,33.327026367188,1
-14.01402603876,33.370971679688,1
-14.035343720844,33.370971679688,1
-14.02468512745,33.370971679688,1
-14.00336645512,33.535766601562,1
-14.01402603876,33.535766601562,1
-14.02468512745,33.491821289062,1
-14.01402603876,33.491821289062,1
-14.035343720844,33.491821289062,1
-14.035343720844,33.502807617188,1
-14.02468512745,33.502807617188,1
-13.992706376876,33.645629882812,1
-14.163208082684,33.645629882812,1
-13.97138473796,33.645629882812,1
-14.17386020579,33.645629882812,1
-14.184511828767,33.645629882812,1
-13.982045804374,33.645629882812,1
-14.02468512745,33.667602539062,1
-14.195162951269,33.667602539062,1
-14.248411044606,33.667602539062,1
-13.939398578709,33.667602539062,1
-13.992706376876,33.667602539062,1
-14.216463693472,33.667602539062,1
-14.227113312483,33.667602539062,1
-14.01402603876,33.667602539062,1
-14.259059157029,33.667602539062,1
-14.269706766568,33.667602539062,1
-13.928735540111,33.667602539062,1
-14.00336645512,33.667602539062,1
-14.205813572952,33.667602539062,1
-14.237762429643,33.667602539062,1
-13.939398578709,33.228149414062,1
-13.950061124781,33.228149414062,1
-13.928735540111,33.228149414062,1
-13.950061124781,33.239135742188,1
-13.939398578709,33.239135742188,1
-14.02468512745,33.381958007812,1
-14.01402603876,33.381958007812,1
-13.992706376876,33.568725585938,1
-14.00336645512,33.568725585938,1
-14.02468512745,33.414916992188,1
-14.067316525791,33.414916992188,1
-14.02468512745,33.469848632812,1
-14.067316525791,33.469848632812,1
-14.067316525791,33.403930664062,1
-14.02468512745,33.403930664062,1
-14.046001818596,33.403930664062,1
-14.05665942036,33.403930664062,1
-14.01402603876,33.524780273438,1
-13.96072317798,33.612670898438,1
-13.97138473796,33.612670898438,1
-13.950061124781,33.612670898438,1
-13.982045804374,33.612670898438,1
-13.928735540111,33.140258789062,1
-13.928735540111,33.217163085938,1
-13.982045804374,33.272094726562,1
-13.97138473796,33.272094726562,1
-14.02468512745,33.436889648438,1
-14.067316525791,33.436889648438,1
-14.02468512745,33.447875976562,1
-14.077973134544,33.447875976562,1
-14.067316525791,33.447875976562,1
-14.067316525791,33.425903320312,1
-14.02468512745,33.425903320312,1
-14.067316525791,33.458862304688,1
-14.02468512745,33.458862304688,1
-14.077973134544,33.458862304688,1
-13.928735540111,33.151245117188,1
-13.928735540111,33.206176757812,1
-14.01402603876,33.305053710938,1
-14.00336645512,33.305053710938,1
-13.939398578709,32.986450195312,1
-13.96072317798,33.261108398438,1
-13.97138473796,33.261108398438,1
-14.00336645512,33.546752929688,1
-11.366953376419,33.370971679688,1
-13.491131179834,33.370971679688,1
-13.84341354198,33.370971679688,1
-13.779401478698,33.370971679688,1
-13.811409707967,33.370971679688,1
-13.86474698488,33.370971679688,1
-13.896743472623,33.370971679688,1
-12.076924250319,33.370971679688,1
-12.785017814185,33.370971679688,1
-13.758060222011,33.370971679688,1
-13.83274608625,33.370971679688,1
-11.35618234154,33.370971679688,1
-13.480447769122,33.370971679688,1
-13.854080508306,33.370971679688,1
-13.907407986721,33.370971679688,1
-12.999205353587,33.370971679688,1
-13.790071376237,33.370971679688,1
-13.800740786109,33.370971679688,1
-12.130634725628,33.370971679688,1
-13.288065055216,33.370971679688,1
-12.774303640106,33.370971679688,1
-13.76873109384,33.370971679688,1
-13.822078141463,33.370971679688,1
-11.334639052093,33.524780273438,1
-12.087667208819,33.524780273438,1
-13.042020790032,33.524780273438,1
-12.280966350638,33.524780273438,1
-13.266679735999,33.524780273438,1
-13.896743472623,33.524780273438,1
-12.484850394221,33.524780273438,1
-12.420483184018,33.524780273438,1
-12.431212160705,33.524780273438,1
-13.09552966263,33.524780273438,1
-11.926477740605,33.524780273438,1
-12.09840973596,33.524780273438,1
-12.495576708437,33.524780273438,1
-13.031317624724,33.524780273438,1
-12.291701051784,33.524780273438,1
-13.08482881648,33.524780273438,1
-13.277372631048,33.524780273438,1
-13.448394673098,33.524780273438,1
-11.323866798256,33.524780273438,1
-12.474123635366,33.524780273438,1
-13.170422548968,33.524780273438,1
-12.409753764838,33.524780273438,1
-13.106230043889,33.524780273438,1
-13.255986370421,33.524780273438,1
-11.302321074181,33.579711914062,1
-11.31309413883,33.579711914062,1
-13.352209692037,33.579711914062,1
-13.64064859137,33.579711914062,1
-13.918072009333,33.579711914062,1
-11.904978543835,33.579711914062,1
-11.915728355012,33.579711914062,1
-12.087667208819,33.579711914062,1
-12.334635470865,33.579711914062,1
-12.345367977465,33.579711914062,1
-13.042020790032,33.579711914062,1
-13.18111966611,33.579711914062,1
-13.330830036046,33.579711914062,1
-13.437709354296,33.579711914062,1
-13.362898810197,33.579711914062,1
-13.373587454664,33.579711914062,1
-13.907407986721,33.579711914062,1
-11.894228307436,33.579711914062,1
-12.09840973596,33.579711914062,1
-12.495576708437,33.579711914062,1
-13.19181631554,33.579711914062,1
-13.202512496904,33.579711914062,1
-13.341520100536,33.579711914062,1
-13.08482881648,33.579711914062,1
-11.345410899976,33.645629882812,1
-11.377724004247,33.645629882812,1
-11.41003344178,33.645629882812,1
-11.6360960086,33.645629882812,1
-11.291547604674,33.645629882812,1
-12.474123635366,33.645629882812,1
-11.35618234154,33.645629882812,1
-12.012457460974,33.645629882812,1
-11.280773730676,33.645629882812,1
-11.334639052093,33.645629882812,1
-13.042020790032,33.645629882812,1
-11.38849422466,33.645629882812,1
-11.399264037293,33.645629882812,1
-12.023203000055,33.645629882812,1
-13.469763880862,33.645629882812,1
-13.694024784135,33.645629882812,1
-12.484850394221,33.645629882812,1
-11.366953376419,33.645629882812,1
-11.420802437756,33.645629882812,1
-11.420802437756,33.458862304688,1
-13.09552966263,33.458862304688,1
-13.84341354198,33.458862304688,1
-11.937226700253,33.458862304688,1
-12.988500339316,33.458862304688,1
-13.063425730919,33.458862304688,1
-11.38849422466,33.458862304688,1
-11.399264037293,33.458862304688,1
-12.195073009664,33.458862304688,1
-12.892134492301,33.458862304688,1
-12.902843646037,33.458862304688,1
-13.074127505792,33.458862304688,1
-12.752873929511,33.458862304688,1
-12.785017814185,33.458862304688,1
-13.009909906148,33.458862304688,1
-13.83274608625,33.458862304688,1
-12.184334380955,33.458862304688,1
-13.106230043889,33.458862304688,1
-13.255986370421,33.458862304688,1
-12.999205353587,33.458862304688,1
-13.052723492215,33.458862304688,1
-11.41003344178,33.458862304688,1
-12.130634725628,33.458862304688,1
-12.205811203414,33.458862304688,1
-12.216548961846,33.458862304688,1
-12.881424880397,33.458862304688,1
-13.08482881648,33.458862304688,1
-11.926477740605,33.458862304688,1
-12.763589011763,33.458862304688,1
-12.774303640106,33.458862304688,1
-13.020613996645,33.458862304688,1
-13.822078141463,33.458862304688,1
-11.442339202718,33.414916992188,1
-13.341520100536,33.414916992188,1
-12.130634725628,33.414916992188,1
-12.967088927056,33.414916992188,1
-12.119893494725,33.414916992188,1
-12.999205353587,33.414916992188,1
-13.373587454664,33.414916992188,1
-13.255986370421,33.414916992188,1
-13.309448489503,33.414916992188,1
-11.453106970973,33.414916992188,1
-13.009909906148,33.414916992188,1
-13.330830036046,33.414916992188,1
-12.141375523733,33.414916992188,1
-13.266679735999,33.414916992188,1
-13.298757008152,33.414916992188,1
-12.109151831382,33.414916992188,1
-12.806444798128,33.414916992188,1
-13.234598229083,33.414916992188,1
-13.38427562509,33.414916992188,1
-13.245292534665,33.414916992188,1
-11.420802437756,33.634643554688,1
-11.31309413883,33.634643554688,1
-11.485407814461,33.634643554688,1
-11.883477646176,33.634643554688,1
-12.055437040685,33.634643554688,1
-12.484850394221,33.634643554688,1
-12.023203000055,33.634643554688,1
-13.469763880862,33.634643554688,1
-13.694024784135,33.634643554688,1
-11.280773730676,33.634643554688,1
-11.334639052093,33.634643554688,1
-11.453106970973,33.634643554688,1
-11.593050518378,33.634643554688,1
-13.042020790032,33.634643554688,1
-11.431571024857,33.634643554688,1
-11.614574094353,33.634643554688,1
-12.012457460974,33.634643554688,1
-11.291547604674,33.634643554688,1
-11.323866798256,33.634643554688,1
-11.463874329259,33.634643554688,1
-12.044692790272,33.634643554688,1
-11.6360960086,33.634643554688,1
-12.033948109941,33.634643554688,1
-13.448394673098,33.634643554688,1
-13.459079515404,33.634643554688,1
-13.704698570481,33.634643554688,1
-11.345410899976,33.634643554688,1
-11.442339202718,33.634643554688,1
-11.6038125139,33.634643554688,1
-11.894228307436,33.634643554688,1
-11.38849422466,33.678588867188,1
-11.399264037293,33.678588867188,1
-11.969471019912,33.678588867188,1
-11.711409580386,33.678588867188,1
-11.765192435034,33.678588867188,1
-13.009909906148,33.678588867188,1
-13.042020790032,33.678588867188,1
-13.501814112648,33.678588867188,1
-13.491131179834,33.678588867188,1
-13.67267575819,33.678588867188,1
-11.732923980889,33.678588867188,1
-11.743680552181,33.678588867188,1
-11.958723340268,33.678588867188,1
-13.277372631048,33.678588867188,1
-13.288065055216,33.678588867188,1
-13.020613996645,33.678588867188,1
-13.031317624724,33.678588867188,1
-11.980218272166,33.678588867188,1
-11.722166990169,33.678588867188,1
-11.754436703683,33.678588867188,1
-12.999205353587,33.678588867188,1
-13.052723492215,33.678588867188,1
-11.517704958378,33.590698242188,1
-11.52846984919,33.590698242188,1
-11.894228307436,33.590698242188,1
-12.495576708437,33.590698242188,1
-13.394963321121,33.590698242188,1
-13.651324796899,33.590698242188,1
-13.08482881648,33.590698242188,1
-13.704698570481,33.590698242188,1
-11.291547604674,33.590698242188,1
-11.549998392886,33.590698242188,1
-13.373587454664,33.590698242188,1
-13.106230043889,33.590698242188,1
-13.683350513255,33.590698242188,1
-13.907407986721,33.590698242188,1
-11.53923432748,33.590698242188,1
-11.904978543835,33.590698242188,1
-11.915728355012,33.590698242188,1
-12.076924250319,33.590698242188,1
-12.087667208819,33.590698242188,1
-12.334635470865,33.590698242188,1
-13.042020790032,33.590698242188,1
-13.405650542408,33.590698242188,1
-13.662000519288,33.590698242188,1
-13.437709354296,33.590698242188,1
-13.694024784135,33.590698242188,1
-11.302321074181,33.590698242188,1
-11.560762045042,33.590698242188,1
-12.484850394221,33.590698242188,1
-13.38427562509,33.590698242188,1
-13.64064859137,33.590698242188,1
-13.09552966263,33.590698242188,1
-13.4163372886,33.590698242188,1
-13.918072009333,33.590698242188,1
-11.6360960086,33.623657226562,1
-13.448394673098,33.623657226562,1
-13.704698570481,33.623657226562,1
-13.886078467386,33.623657226562,1
-11.894228307436,33.623657226562,1
-12.495576708437,33.623657226562,1
-11.614574094353,33.623657226562,1
-11.980218272166,33.623657226562,1
-12.012457460974,33.623657226562,1
-13.427023559346,33.623657226562,1
-11.291547604674,33.623657226562,1
-11.463874329259,33.623657226562,1
-11.49617394065,33.623657226562,1
-11.969471019912,33.623657226562,1
-13.437709354296,33.623657226562,1
-13.896743472623,33.623657226562,1
-11.593050518378,33.623657226562,1
-13.042020790032,33.623657226562,1
-11.625335259374,33.623657226562,1
-11.990965096668,33.623657226562,1
-12.001711493058,33.623657226562,1
-11.302321074181,33.623657226562,1
-11.31309413883,33.623657226562,1
-11.47464127721,33.623657226562,1
-11.485407814461,33.623657226562,1
-11.883477646176,33.623657226562,1
-12.055437040685,33.623657226562,1
-12.484850394221,33.623657226562,1
-11.689893505079,33.667602539062,1
-13.480447769122,33.667602539062,1
-13.683350513255,33.667602539062,1
-11.291547604674,33.667602539062,1
-11.722166990169,33.667602539062,1
-13.052723492215,33.667602539062,1
-11.700651751902,33.667602539062,1
-13.020613996645,33.667602539062,1
-13.031317624724,33.667602539062,1
-11.679134840281,33.667602539062,1
-11.990965096668,33.667602539062,1
-12.001711493058,33.667602539062,1
-13.491131179834,33.667602539062,1
-13.67267575819,33.667602539062,1
-11.732923980889,33.667602539062,1
-11.38849422466,33.667602539062,1
-11.711409580386,33.667602539062,1
-13.009909906148,33.667602539062,1
-13.042020790032,33.667602539062,1
-11.689893505079,33.744506835938,1
-12.945675672201,33.744506835938,1
-13.106230043889,33.744506835938,1
-13.907407986721,33.744506835938,1
-13.533860040201,33.744506835938,1
-13.544541057924,33.744506835938,1
-13.619294732289,33.744506835938,1
-11.41003344178,33.744506835938,1
-12.913552341249,33.744506835938,1
-13.288065055216,33.744506835938,1
-13.875412971356,33.744506835938,1
-13.886078467386,33.744506835938,1
-11.926477740605,33.744506835938,1
-13.020613996645,33.744506835938,1
-13.565901654078,33.744506835938,1
-13.651324796899,33.744506835938,1
-11.679134840281,33.744506835938,1
-12.956382529776,33.744506835938,1
-13.09552966263,33.744506835938,1
-13.918072009333,33.744506835938,1
-13.523178543181,33.744506835938,1
-13.555221595999,33.744506835938,1
-13.608617079435,33.744506835938,1
-11.38849422466,33.744506835938,1
-11.399264037293,33.744506835938,1
-12.902843646037,33.744506835938,1
-13.896743472623,33.744506835938,1
-11.904978543835,33.744506835938,1
-11.915728355012,33.744506835938,1
-13.57658123181,33.744506835938,1
-13.587260328846,33.744506835938,1
-13.662000519288,33.744506835938,1
-11.732923980889,33.656616210938,1
-11.366953376419,33.656616210938,1
-11.679134840281,33.656616210938,1
-12.001711493058,33.656616210938,1
-11.280773730676,33.656616210938,1
-13.042020790032,33.656616210938,1
-11.38849422466,33.656616210938,1
-11.646856341667,33.656616210938,1
-11.657616258212,33.656616210938,1
-13.469763880862,33.656616210938,1
-13.694024784135,33.656616210938,1
-11.291547604674,33.656616210938,1
-12.012457460974,33.656616210938,1
-13.480447769122,33.656616210938,1
-13.683350513255,33.656616210938,1
-11.377724004247,33.656616210938,1
-11.6360960086,33.656616210938,1
-11.668375757871,33.656616210938,1
-11.711409580386,33.700561523438,1
-13.501814112648,33.700561523438,1
-13.662000519288,33.700561523438,1
-11.399264037293,33.700561523438,1
-12.977794863687,33.700561523438,1
-11.937226700253,33.700561523438,1
-12.988500339316,33.700561523438,1
-13.063425730919,33.700561523438,1
-12.956382529776,33.700561523438,1
-13.67267575819,33.700561523438,1
-11.775947745869,33.700561523438,1
-13.020613996645,33.700561523438,1
-13.512496567214,33.700561523438,1
-11.41003344178,33.700561523438,1
-12.967088927056,33.700561523438,1
-13.08482881648,33.700561523438,1
-13.277372631048,33.700561523438,1
-11.722166990169,33.700561523438,1
-11.872726560418,33.700561523438,1
-11.947975233595,33.700561523438,1
-13.052723492215,33.700561523438,1
-11.786702635826,33.700561523438,1
-12.945675672201,33.700561523438,1
-11.722166990169,33.689575195312,1
-11.947975233595,33.689575195312,1
-12.999205353587,33.689575195312,1
-13.052723492215,33.689575195312,1
-11.775947745869,33.689575195312,1
-13.020613996645,33.689575195312,1
-13.031317624724,33.689575195312,1
-11.958723340268,33.689575195312,1
-13.08482881648,33.689575195312,1
-13.277372631048,33.689575195312,1
-13.288065055216,33.689575195312,1
-12.988500339316,33.689575195312,1
-13.063425730919,33.689575195312,1
-13.491131179834,33.689575195312,1
-13.67267575819,33.689575195312,1
-11.711409580386,33.689575195312,1
-11.765192435034,33.689575195312,1
-13.042020790032,33.689575195312,1
-13.501814112648,33.689575195312,1
-11.399264037293,33.689575195312,1
-12.977794863687,33.689575195312,1
-13.074127505792,33.689575195312,1
-11.711409580386,33.711547851562,1
-11.904978543835,33.711547851562,1
-13.009909906148,33.711547851562,1
-13.042020790032,33.711547851562,1
-13.662000519288,33.711547851562,1
-11.829717979634,33.711547851562,1
-12.977794863687,33.711547851562,1
-13.074127505792,33.711547851562,1
-11.883477646176,33.711547851562,1
-11.937226700253,33.711547851562,1
-13.063425730919,33.711547851562,1
-11.797457104544,33.711547851562,1
-11.851223116852,33.711547851562,1
-12.870714810678,33.711547851562,1
-12.956382529776,33.711547851562,1
-11.894228307436,33.711547851562,1
-11.926477740605,33.711547851562,1
-13.020613996645,33.711547851562,1
-13.031317624724,33.711547851562,1
-13.512496567214,33.711547851562,1
-11.41003344178,33.711547851562,1
-11.840470759769,33.711547851562,1
-12.881424880397,33.711547851562,1
-13.277372631048,33.711547851562,1
-13.288065055216,33.711547851562,1
-11.722166990169,33.711547851562,1
-11.872726560418,33.711547851562,1
-11.786702635826,33.711547851562,1
-11.861975050523,33.711547851562,1
-12.860004283499,33.711547851562,1
-12.055437040685,33.316040039062,1
-12.806444798128,33.316040039062,1
-12.162855820102,33.316040039062,1
-12.173595317648,33.316040039062,1
-12.24875962164,33.316040039062,1
-12.195073009664,33.316040039062,1
-12.2272862846,33.316040039062,1
-12.817157607283,33.316040039062,1
-12.044692790272,33.316040039062,1
-12.795731533644,33.316040039062,1
-12.184334380955,33.316040039062,1
-12.238023171318,33.316040039062,1
-12.205811203414,33.316040039062,1
-12.216548961846,33.316040039062,1
-12.130634725628,33.348999023438,1
-12.656417822046,33.348999023438,1
-12.71000906853,33.348999023438,1
-13.288065055216,33.348999023438,1
-12.066180860821,33.348999023438,1
-12.763589011763,33.348999023438,1
-12.774303640106,33.348999023438,1
-13.512496567214,33.348999023438,1
-13.565901654078,33.348999023438,1
-13.822078141463,33.348999023438,1
-12.677855674182,33.348999023438,1
-12.688573923835,33.348999023438,1
-13.907407986721,33.348999023438,1
-13.533860040201,33.348999023438,1
-13.544541057924,33.348999023438,1
-12.141375523733,33.348999023438,1
-12.645698220275,33.348999023438,1
-12.72072596286,33.348999023438,1
-13.298757008152,33.348999023438,1
-12.076924250319,33.348999023438,1
-13.501814112648,33.348999023438,1
-13.83274608625,33.348999023438,1
-12.667136973467,33.348999023438,1
-12.69929172207,33.348999023438,1
-13.918072009333,33.348999023438,1
-13.523178543181,33.348999023438,1
-13.555221595999,33.348999023438,1
-12.130634725628,33.359985351562,1
-13.288065055216,33.359985351562,1
-12.763589011763,33.359985351562,1
-12.774303640106,33.359985351562,1
-13.76873109384,33.359985351562,1
-13.822078141463,33.359985351562,1
-13.907407986721,33.359985351562,1
-12.742158393707,33.359985351562,1
-12.72072596286,33.359985351562,1
-12.076924250319,33.359985351562,1
-12.752873929511,33.359985351562,1
-13.501814112648,33.359985351562,1
-13.758060222011,33.359985351562,1
-13.491131179834,33.359985351562,1
-12.731442404704,33.359985351562,1
-11.926477740605,33.469848632812,1
-13.020613996645,33.469848632812,1
-13.031317624724,33.469848632812,1
-11.377724004247,33.469848632812,1
-12.130634725628,33.469848632812,1
-12.216548961846,33.469848632812,1
-12.913552341249,33.469848632812,1
-12.967088927056,33.469848632812,1
-12.742158393707,33.469848632812,1
-13.052723492215,33.469848632812,1
-12.152115888677,33.469848632812,1
-12.184334380955,33.469848632812,1
-12.945675672201,33.469848632812,1
-13.255986370421,33.469848632812,1
-13.854080508306,33.469848632812,1
-12.752873929511,33.469848632812,1
-13.009909906148,33.469848632812,1
-13.042020790032,33.469848632812,1
-11.38849422466,33.469848632812,1
-12.141375523733,33.469848632812,1
-12.2272862846,33.469848632812,1
-12.902843646037,33.469848632812,1
-12.977794863687,33.469848632812,1
-13.074127505792,33.469848632812,1
-12.731442404704,33.469848632812,1
-12.988500339316,33.469848632812,1
-13.063425730919,33.469848632812,1
-11.366953376419,33.469848632812,1
-12.162855820102,33.469848632812,1
-12.173595317648,33.469848632812,1
-12.924260577584,33.469848632812,1
-13.245292534665,33.469848632812,1
-13.84341354198,33.469848632812,1
-11.958723340268,33.612670898438,1
-13.704698570481,33.612670898438,1
-11.894228307436,33.612670898438,1
-12.066180860821,33.612670898438,1
-12.323902524637,33.612670898438,1
-12.495576708437,33.612670898438,1
-13.031317624724,33.612670898438,1
-13.427023559346,33.612670898438,1
-13.683350513255,33.612670898438,1
-11.291547604674,33.612670898438,1
-11.49617394065,33.612670898438,1
-11.582288108153,33.612670898438,1
-11.947975233595,33.612670898438,1
-11.969471019912,33.612670898438,1
-13.896743472623,33.612670898438,1
-11.280773730676,33.612670898438,1
-11.50693965541,33.612670898438,1
-11.593050518378,33.612670898438,1
-11.904978543835,33.612670898438,1
-11.915728355012,33.612670898438,1
-12.334635470865,33.612670898438,1
-12.345367977465,33.612670898438,1
-13.042020790032,33.612670898438,1
-13.405650542408,33.612670898438,1
-13.127629410322,33.612670898438,1
-13.4163372886,33.612670898438,1
-13.67267575819,33.612670898438,1
-11.302321074181,33.612670898438,1
-11.883477646176,33.612670898438,1
-12.055437040685,33.612670898438,1
-12.484850394221,33.612670898438,1
-12.109151831382,33.403930664062,1
-12.806444798128,33.403930664062,1
-13.234598229083,33.403930664062,1
-13.38427562509,33.403930664062,1
-11.420802437756,33.403930664062,1
-13.320139498918,33.403930664062,1
-11.453106970973,33.403930664062,1
-13.330830036046,33.403930664062,1
-13.266679735999,33.403930664062,1
-13.298757008152,33.403930664062,1
-12.795731533644,33.403930664062,1
-12.999205353587,33.403930664062,1
-13.223903454028,33.403930664062,1
-11.431571024857,33.403930664062,1
-13.309448489503,33.403930664062,1
-11.442339202718,33.403930664062,1
-12.09840973596,33.403930664062,1
-13.394963321121,33.403930664062,1
-12.130634725628,33.403930664062,1
-13.277372631048,33.403930664062,1
-13.288065055216,33.403930664062,1
-12.130634725628,33.436889648438,1
-12.827869960752,33.436889648438,1
-11.442339202718,33.436889648438,1
-13.020613996645,33.436889648438,1
-13.341520100536,33.436889648438,1
-13.822078141463,33.436889648438,1
-11.431571024857,33.436889648438,1
-12.849293299215,33.436889648438,1
-12.860004283499,33.436889648438,1
-13.255986370421,33.436889648438,1
-11.947975233595,33.436889648438,1
-12.119893494725,33.436889648438,1
-12.795731533644,33.436889648438,1
-13.362898810197,33.436889648438,1
-12.817157607283,33.436889648438,1
-12.977794863687,33.436889648438,1
-13.266679735999,33.436889648438,1
-11.453106970973,33.436889648438,1
-12.785017814185,33.436889648438,1
-13.330830036046,33.436889648438,1
-12.838581858181,33.436889648438,1
-13.320139498918,33.436889648438,1
-11.937226700253,33.436889648438,1
-12.806444798128,33.436889648438,1
-13.063425730919,33.436889648438,1
-13.352209692037,33.436889648438,1
-12.130634725628,33.447875976562,1
-12.881424880397,33.447875976562,1
-13.020613996645,33.447875976562,1
-13.202512496904,33.447875976562,1
-13.822078141463,33.447875976562,1
-11.431571024857,33.447875976562,1
-12.860004283499,33.447875976562,1
-13.106230043889,33.447875976562,1
-13.255986370421,33.447875976562,1
-12.795731533644,33.447875976562,1
-13.052723492215,33.447875976562,1
-13.223903454028,33.447875976562,1
-12.977794863687,33.447875976562,1
-13.266679735999,33.447875976562,1
-12.785017814185,33.447875976562,1
-13.21320820985,33.447875976562,1
-11.420802437756,33.447875976562,1
-12.870714810678,33.447875976562,1
-13.245292534665,33.447875976562,1
-11.937226700253,33.447875976562,1
-12.988500339316,33.447875976562,1
-13.063425730919,33.447875976562,1
