"","date","variable","value"
"1",1970-11-01,"Liwonde (1B1)_dis",167
"2",1970-11-02,"Liwonde (1B1)_dis",167
"3",1970-11-03,"Liwonde (1B1)_dis",166
"4",1970-11-04,"Liwonde (1B1)_dis",166
"5",1970-11-05,"Liwonde (1B1)_dis",165
"6",1970-11-06,"Liwonde (1B1)_dis",165
"7",1970-11-07,"Liwonde (1B1)_dis",164
"8",1970-11-08,"Liwonde (1B1)_dis",165
"9",1970-11-09,"Liwonde (1B1)_dis",165
"10",1970-11-10,"Liwonde (1B1)_dis",166
"11",1970-11-11,"Liwonde (1B1)_dis",166
"12",1970-11-12,"Liwonde (1B1)_dis",166
"13",1970-11-13,"Liwonde (1B1)_dis",164
"14",1970-11-14,"Liwonde (1B1)_dis",164
"15",1970-11-15,"Liwonde (1B1)_dis",166
"16",1970-11-16,"Liwonde (1B1)_dis",166
"17",1970-11-17,"Liwonde (1B1)_dis",166
"18",1970-11-18,"Liwonde (1B1)_dis",166
"19",1970-11-19,"Liwonde (1B1)_dis",166
"20",1970-11-20,"Liwonde (1B1)_dis",165
"21",1970-11-21,"Liwonde (1B1)_dis",164
"22",1970-11-22,"Liwonde (1B1)_dis",163
"23",1970-11-23,"Liwonde (1B1)_dis",164
"24",1970-11-24,"Liwonde (1B1)_dis",163
"25",1970-11-25,"Liwonde (1B1)_dis",164
"26",1970-11-26,"Liwonde (1B1)_dis",164
"27",1970-11-27,"Liwonde (1B1)_dis",164
"28",1970-11-28,"Liwonde (1B1)_dis",164
"29",1970-11-29,"Liwonde (1B1)_dis",166
"30",1970-11-30,"Liwonde (1B1)_dis",169
"31",1970-12-01,"Liwonde (1B1)_dis",173
"32",1970-12-02,"Liwonde (1B1)_dis",168
"33",1970-12-03,"Liwonde (1B1)_dis",168
"34",1970-12-04,"Liwonde (1B1)_dis",170
"35",1970-12-05,"Liwonde (1B1)_dis",173
"36",1970-12-06,"Liwonde (1B1)_dis",174
"37",1970-12-07,"Liwonde (1B1)_dis",174
"38",1970-12-08,"Liwonde (1B1)_dis",174
"39",1970-12-09,"Liwonde (1B1)_dis",169
"40",1970-12-10,"Liwonde (1B1)_dis",168
"41",1970-12-11,"Liwonde (1B1)_dis",168
"42",1970-12-12,"Liwonde (1B1)_dis",168
"43",1970-12-13,"Liwonde (1B1)_dis",169
"44",1970-12-14,"Liwonde (1B1)_dis",168
"45",1970-12-15,"Liwonde (1B1)_dis",166
"46",1970-12-16,"Liwonde (1B1)_dis",167
"47",1970-12-17,"Liwonde (1B1)_dis",168
"48",1970-12-18,"Liwonde (1B1)_dis",170
"49",1970-12-19,"Liwonde (1B1)_dis",173
"50",1970-12-20,"Liwonde (1B1)_dis",174
"51",1970-12-21,"Liwonde (1B1)_dis",174
"52",1970-12-22,"Liwonde (1B1)_dis",172
"53",1970-12-23,"Liwonde (1B1)_dis",176
"54",1970-12-24,"Liwonde (1B1)_dis",175
"55",1970-12-25,"Liwonde (1B1)_dis",175
"56",1970-12-26,"Liwonde (1B1)_dis",175
"57",1970-12-27,"Liwonde (1B1)_dis",176
"58",1970-12-28,"Liwonde (1B1)_dis",177
"59",1970-12-29,"Liwonde (1B1)_dis",178
"60",1970-12-30,"Liwonde (1B1)_dis",180
"61",1970-12-31,"Liwonde (1B1)_dis",181
"62",1971-01-01,"Liwonde (1B1)_dis",177
"63",1971-01-02,"Liwonde (1B1)_dis",175
"64",1971-01-03,"Liwonde (1B1)_dis",176
"65",1971-01-04,"Liwonde (1B1)_dis",179
"66",1971-01-05,"Liwonde (1B1)_dis",180
"67",1971-01-06,"Liwonde (1B1)_dis",178
"68",1971-01-07,"Liwonde (1B1)_dis",178
"69",1971-01-08,"Liwonde (1B1)_dis",181
"70",1971-01-09,"Liwonde (1B1)_dis",181
"71",1971-01-10,"Liwonde (1B1)_dis",180
"72",1971-01-11,"Liwonde (1B1)_dis",181
"73",1971-01-12,"Liwonde (1B1)_dis",181
"74",1971-01-13,"Liwonde (1B1)_dis",183
"75",1971-01-14,"Liwonde (1B1)_dis",186
"76",1971-01-15,"Liwonde (1B1)_dis",181
"77",1971-01-16,"Liwonde (1B1)_dis",179
"78",1971-01-17,"Liwonde (1B1)_dis",182
"79",1971-01-18,"Liwonde (1B1)_dis",213
"80",1971-01-19,"Liwonde (1B1)_dis",248
"81",1971-01-20,"Liwonde (1B1)_dis",247
"82",1971-01-21,"Liwonde (1B1)_dis",249
"83",1971-01-22,"Liwonde (1B1)_dis",257
"84",1971-01-23,"Liwonde (1B1)_dis",262
"85",1971-01-24,"Liwonde (1B1)_dis",347
"86",1971-01-25,"Liwonde (1B1)_dis",422
"87",1971-01-26,"Liwonde (1B1)_dis",341
"88",1971-01-27,"Liwonde (1B1)_dis",216
"89",1971-01-28,"Liwonde (1B1)_dis",199
"90",1971-01-29,"Liwonde (1B1)_dis",313
"91",1971-01-30,"Liwonde (1B1)_dis",404
"92",1971-01-31,"Liwonde (1B1)_dis",391
"93",1971-02-01,"Liwonde (1B1)_dis",380
"94",1971-02-02,"Liwonde (1B1)_dis",374
"95",1971-02-03,"Liwonde (1B1)_dis",368
"96",1971-02-04,"Liwonde (1B1)_dis",365
"97",1971-02-05,"Liwonde (1B1)_dis",363
"98",1971-02-06,"Liwonde (1B1)_dis",361
"99",1971-02-07,"Liwonde (1B1)_dis",267
"100",1971-02-08,"Liwonde (1B1)_dis",185
"101",1971-02-09,"Liwonde (1B1)_dis",193
"102",1971-02-10,"Liwonde (1B1)_dis",194
"103",1971-02-11,"Liwonde (1B1)_dis",195
"104",1971-02-12,"Liwonde (1B1)_dis",196
"105",1971-02-13,"Liwonde (1B1)_dis",313
"106",1971-02-14,"Liwonde (1B1)_dis",411
"107",1971-02-15,"Liwonde (1B1)_dis",398
"108",1971-02-16,"Liwonde (1B1)_dis",394
"109",1971-02-17,"Liwonde (1B1)_dis",394
"110",1971-02-18,"Liwonde (1B1)_dis",402
"111",1971-02-19,"Liwonde (1B1)_dis",416
"112",1971-02-20,"Liwonde (1B1)_dis",417
"113",1971-02-21,"Liwonde (1B1)_dis",411
"114",1971-02-22,"Liwonde (1B1)_dis",410
"115",1971-02-23,"Liwonde (1B1)_dis",404
"116",1971-02-24,"Liwonde (1B1)_dis",411
"117",1971-02-25,"Liwonde (1B1)_dis",414
"118",1971-02-26,"Liwonde (1B1)_dis",414
"119",1971-02-27,"Liwonde (1B1)_dis",414
"120",1971-02-28,"Liwonde (1B1)_dis",415
"121",1971-03-01,"Liwonde (1B1)_dis",421
"122",1971-03-02,"Liwonde (1B1)_dis",434
"123",1971-03-03,"Liwonde (1B1)_dis",441
"124",1971-03-04,"Liwonde (1B1)_dis",452
"125",1971-03-05,"Liwonde (1B1)_dis",451
"126",1971-03-06,"Liwonde (1B1)_dis",447
"127",1971-03-07,"Liwonde (1B1)_dis",439
"128",1971-03-08,"Liwonde (1B1)_dis",433
"129",1971-03-09,"Liwonde (1B1)_dis",429
"130",1971-03-10,"Liwonde (1B1)_dis",430
"131",1971-03-11,"Liwonde (1B1)_dis",431
"132",1971-03-12,"Liwonde (1B1)_dis",431
"133",1971-03-13,"Liwonde (1B1)_dis",432
"134",1971-03-14,"Liwonde (1B1)_dis",434
"135",1971-03-15,"Liwonde (1B1)_dis",437
"136",1971-03-16,"Liwonde (1B1)_dis",440
"137",1971-03-17,"Liwonde (1B1)_dis",441
"138",1971-03-18,"Liwonde (1B1)_dis",441
"139",1971-03-19,"Liwonde (1B1)_dis",447
"140",1971-03-20,"Liwonde (1B1)_dis",449
"141",1971-03-21,"Liwonde (1B1)_dis",450
"142",1971-03-22,"Liwonde (1B1)_dis",451
"143",1971-03-23,"Liwonde (1B1)_dis",450
"144",1971-03-24,"Liwonde (1B1)_dis",448
"145",1971-03-25,"Liwonde (1B1)_dis",447
"146",1971-03-26,"Liwonde (1B1)_dis",447
"147",1971-03-27,"Liwonde (1B1)_dis",446
"148",1971-03-28,"Liwonde (1B1)_dis",447
"149",1971-03-29,"Liwonde (1B1)_dis",447
"150",1971-03-30,"Liwonde (1B1)_dis",447
"151",1971-03-31,"Liwonde (1B1)_dis",446
"152",1971-04-01,"Liwonde (1B1)_dis",446
"153",1971-04-02,"Liwonde (1B1)_dis",449
"154",1971-04-03,"Liwonde (1B1)_dis",451
"155",1971-04-04,"Liwonde (1B1)_dis",455
"156",1971-04-05,"Liwonde (1B1)_dis",457
"157",1971-04-06,"Liwonde (1B1)_dis",460
"158",1971-04-07,"Liwonde (1B1)_dis",463
"159",1971-04-08,"Liwonde (1B1)_dis",464
"160",1971-04-09,"Liwonde (1B1)_dis",466
"161",1971-04-10,"Liwonde (1B1)_dis",468
"162",1971-04-11,"Liwonde (1B1)_dis",469
"163",1971-04-12,"Liwonde (1B1)_dis",470
"164",1971-04-13,"Liwonde (1B1)_dis",470
"165",1971-04-14,"Liwonde (1B1)_dis",468
"166",1971-04-15,"Liwonde (1B1)_dis",466
"167",1971-04-16,"Liwonde (1B1)_dis",466
"168",1971-04-17,"Liwonde (1B1)_dis",466
"169",1971-04-18,"Liwonde (1B1)_dis",466
"170",1971-04-19,"Liwonde (1B1)_dis",466
"171",1971-04-20,"Liwonde (1B1)_dis",467
"172",1971-04-21,"Liwonde (1B1)_dis",467
"173",1971-04-22,"Liwonde (1B1)_dis",466
"174",1971-04-23,"Liwonde (1B1)_dis",466
"175",1971-04-24,"Liwonde (1B1)_dis",467
"176",1971-04-25,"Liwonde (1B1)_dis",470
"177",1971-04-26,"Liwonde (1B1)_dis",476
"178",1971-04-27,"Liwonde (1B1)_dis",479
"179",1971-04-28,"Liwonde (1B1)_dis",479
"180",1971-04-29,"Liwonde (1B1)_dis",479
"181",1971-04-30,"Liwonde (1B1)_dis",477
"182",1971-05-01,"Liwonde (1B1)_dis",477
"183",1971-05-02,"Liwonde (1B1)_dis",479
"184",1971-05-03,"Liwonde (1B1)_dis",480
"185",1971-05-04,"Liwonde (1B1)_dis",480
"186",1971-05-05,"Liwonde (1B1)_dis",480
"187",1971-05-06,"Liwonde (1B1)_dis",480
"188",1971-05-07,"Liwonde (1B1)_dis",478
"189",1971-05-08,"Liwonde (1B1)_dis",476
"190",1971-05-09,"Liwonde (1B1)_dis",474
"191",1971-05-10,"Liwonde (1B1)_dis",474
"192",1971-05-11,"Liwonde (1B1)_dis",473
"193",1971-05-12,"Liwonde (1B1)_dis",474
"194",1971-05-13,"Liwonde (1B1)_dis",474
"195",1971-05-14,"Liwonde (1B1)_dis",476
"196",1971-05-15,"Liwonde (1B1)_dis",476
"197",1971-05-16,"Liwonde (1B1)_dis",476
"198",1971-05-17,"Liwonde (1B1)_dis",470
"199",1971-05-18,"Liwonde (1B1)_dis",460
"200",1971-05-19,"Liwonde (1B1)_dis",459
"201",1971-05-20,"Liwonde (1B1)_dis",459
"202",1971-05-21,"Liwonde (1B1)_dis",461
"203",1971-05-22,"Liwonde (1B1)_dis",458
"204",1971-05-23,"Liwonde (1B1)_dis",454
"205",1971-05-24,"Liwonde (1B1)_dis",454
"206",1971-05-25,"Liwonde (1B1)_dis",454
"207",1971-05-26,"Liwonde (1B1)_dis",453
"208",1971-05-27,"Liwonde (1B1)_dis",452
"209",1971-05-28,"Liwonde (1B1)_dis",450
"210",1971-05-29,"Liwonde (1B1)_dis",449
"211",1971-05-30,"Liwonde (1B1)_dis",448
"212",1971-05-31,"Liwonde (1B1)_dis",446
"213",1971-06-01,"Liwonde (1B1)_dis",445
"214",1971-06-02,"Liwonde (1B1)_dis",442
"215",1971-06-03,"Liwonde (1B1)_dis",440
"216",1971-06-04,"Liwonde (1B1)_dis",437
"217",1971-06-05,"Liwonde (1B1)_dis",435
"218",1971-06-06,"Liwonde (1B1)_dis",433
"219",1971-06-07,"Liwonde (1B1)_dis",431
"220",1971-06-08,"Liwonde (1B1)_dis",430
"221",1971-06-09,"Liwonde (1B1)_dis",430
"222",1971-06-10,"Liwonde (1B1)_dis",428
"223",1971-06-11,"Liwonde (1B1)_dis",425
"224",1971-06-12,"Liwonde (1B1)_dis",424
"225",1971-06-13,"Liwonde (1B1)_dis",423
"226",1971-06-14,"Liwonde (1B1)_dis",424
"227",1971-06-15,"Liwonde (1B1)_dis",425
"228",1971-06-16,"Liwonde (1B1)_dis",426
"229",1971-06-17,"Liwonde (1B1)_dis",425
"230",1971-06-18,"Liwonde (1B1)_dis",423
"231",1971-06-19,"Liwonde (1B1)_dis",419
"232",1971-06-20,"Liwonde (1B1)_dis",417
"233",1971-06-21,"Liwonde (1B1)_dis",414
"234",1971-06-22,"Liwonde (1B1)_dis",413
"235",1971-06-23,"Liwonde (1B1)_dis",413
"236",1971-06-24,"Liwonde (1B1)_dis",413
"237",1971-06-25,"Liwonde (1B1)_dis",413
"238",1971-06-26,"Liwonde (1B1)_dis",412
"239",1971-06-27,"Liwonde (1B1)_dis",408
"240",1971-06-28,"Liwonde (1B1)_dis",406
"241",1971-06-29,"Liwonde (1B1)_dis",405
"242",1971-06-30,"Liwonde (1B1)_dis",404
"243",1971-07-01,"Liwonde (1B1)_dis",404
"244",1971-07-02,"Liwonde (1B1)_dis",404
"245",1971-07-03,"Liwonde (1B1)_dis",404
"246",1971-07-04,"Liwonde (1B1)_dis",404
"247",1971-07-05,"Liwonde (1B1)_dis",404
"248",1971-07-06,"Liwonde (1B1)_dis",402
"249",1971-07-07,"Liwonde (1B1)_dis",400
"250",1971-07-08,"Liwonde (1B1)_dis",399
"251",1971-07-09,"Liwonde (1B1)_dis",398
"252",1971-07-10,"Liwonde (1B1)_dis",396
"253",1971-07-11,"Liwonde (1B1)_dis",401
"254",1971-07-12,"Liwonde (1B1)_dis",401
"255",1971-07-13,"Liwonde (1B1)_dis",397
"256",1971-07-14,"Liwonde (1B1)_dis",396
"257",1971-07-15,"Liwonde (1B1)_dis",394
"258",1971-07-16,"Liwonde (1B1)_dis",393
"259",1971-07-17,"Liwonde (1B1)_dis",393
"260",1971-07-18,"Liwonde (1B1)_dis",393
"261",1971-07-19,"Liwonde (1B1)_dis",389
"262",1971-07-20,"Liwonde (1B1)_dis",385
"263",1971-07-21,"Liwonde (1B1)_dis",383
"264",1971-07-22,"Liwonde (1B1)_dis",383
"265",1971-07-23,"Liwonde (1B1)_dis",382
"266",1971-07-24,"Liwonde (1B1)_dis",380
"267",1971-07-25,"Liwonde (1B1)_dis",380
"268",1971-07-26,"Liwonde (1B1)_dis",378
"269",1971-07-27,"Liwonde (1B1)_dis",377
"270",1971-07-28,"Liwonde (1B1)_dis",376
"271",1971-07-29,"Liwonde (1B1)_dis",375
"272",1971-07-30,"Liwonde (1B1)_dis",376
"273",1971-07-31,"Liwonde (1B1)_dis",378
"274",1971-08-01,"Liwonde (1B1)_dis",379
"275",1971-08-02,"Liwonde (1B1)_dis",379
"276",1971-08-03,"Liwonde (1B1)_dis",380
"277",1971-08-04,"Liwonde (1B1)_dis",381
"278",1971-08-05,"Liwonde (1B1)_dis",381
"279",1971-08-06,"Liwonde (1B1)_dis",380
"280",1971-08-07,"Liwonde (1B1)_dis",381
"281",1971-08-08,"Liwonde (1B1)_dis",381
"282",1971-08-09,"Liwonde (1B1)_dis",379
"283",1971-08-10,"Liwonde (1B1)_dis",377
"284",1971-08-11,"Liwonde (1B1)_dis",374
"285",1971-08-12,"Liwonde (1B1)_dis",371
"286",1971-08-13,"Liwonde (1B1)_dis",368
"287",1971-08-14,"Liwonde (1B1)_dis",364
"288",1971-08-15,"Liwonde (1B1)_dis",362
"289",1971-08-16,"Liwonde (1B1)_dis",362
"290",1971-08-17,"Liwonde (1B1)_dis",362
"291",1971-08-18,"Liwonde (1B1)_dis",362
"292",1971-08-19,"Liwonde (1B1)_dis",361
"293",1971-08-20,"Liwonde (1B1)_dis",362
"294",1971-08-21,"Liwonde (1B1)_dis",363
"295",1971-08-22,"Liwonde (1B1)_dis",362
"296",1971-08-23,"Liwonde (1B1)_dis",362
"297",1971-08-24,"Liwonde (1B1)_dis",363
"298",1971-08-25,"Liwonde (1B1)_dis",364
"299",1971-08-26,"Liwonde (1B1)_dis",364
"300",1971-08-27,"Liwonde (1B1)_dis",360
"301",1971-08-28,"Liwonde (1B1)_dis",357
"302",1971-08-29,"Liwonde (1B1)_dis",353
"303",1971-08-30,"Liwonde (1B1)_dis",353
"304",1971-08-31,"Liwonde (1B1)_dis",353
"305",1971-09-01,"Liwonde (1B1)_dis",353
"306",1971-09-02,"Liwonde (1B1)_dis",353
"307",1971-09-03,"Liwonde (1B1)_dis",352
"308",1971-09-04,"Liwonde (1B1)_dis",353
"309",1971-09-05,"Liwonde (1B1)_dis",352
"310",1971-09-06,"Liwonde (1B1)_dis",353
"311",1971-09-07,"Liwonde (1B1)_dis",352
"312",1971-09-08,"Liwonde (1B1)_dis",351
"313",1971-09-09,"Liwonde (1B1)_dis",350
"314",1971-09-10,"Liwonde (1B1)_dis",345
"315",1971-09-11,"Liwonde (1B1)_dis",341
"316",1971-09-12,"Liwonde (1B1)_dis",340
"317",1971-09-13,"Liwonde (1B1)_dis",339
"318",1971-09-14,"Liwonde (1B1)_dis",340
"319",1971-09-15,"Liwonde (1B1)_dis",340
"320",1971-09-16,"Liwonde (1B1)_dis",340
"321",1971-09-17,"Liwonde (1B1)_dis",342
"322",1971-09-18,"Liwonde (1B1)_dis",337
"323",1971-09-19,"Liwonde (1B1)_dis",335
"324",1971-09-20,"Liwonde (1B1)_dis",336
"325",1971-09-21,"Liwonde (1B1)_dis",336
"326",1971-09-22,"Liwonde (1B1)_dis",336
"327",1971-09-23,"Liwonde (1B1)_dis",333
"328",1971-09-24,"Liwonde (1B1)_dis",330
"329",1971-09-25,"Liwonde (1B1)_dis",328
"330",1971-09-26,"Liwonde (1B1)_dis",327
"331",1971-09-27,"Liwonde (1B1)_dis",327
"332",1971-09-28,"Liwonde (1B1)_dis",328
"333",1971-09-29,"Liwonde (1B1)_dis",330
"334",1971-09-30,"Liwonde (1B1)_dis",331
"335",1971-10-01,"Liwonde (1B1)_dis",330
"336",1971-10-02,"Liwonde (1B1)_dis",328
"337",1971-10-03,"Liwonde (1B1)_dis",327
"338",1971-10-04,"Liwonde (1B1)_dis",328
"339",1971-10-05,"Liwonde (1B1)_dis",329
"340",1971-10-06,"Liwonde (1B1)_dis",328
"341",1971-10-07,"Liwonde (1B1)_dis",326
"342",1971-10-08,"Liwonde (1B1)_dis",327
"343",1971-10-09,"Liwonde (1B1)_dis",328
"344",1971-10-10,"Liwonde (1B1)_dis",330
"345",1971-10-11,"Liwonde (1B1)_dis",330
"346",1971-10-12,"Liwonde (1B1)_dis",329
"347",1971-10-13,"Liwonde (1B1)_dis",264
"348",1971-10-14,"Liwonde (1B1)_dis",174
"349",1971-10-15,"Liwonde (1B1)_dis",150
"350",1971-10-16,"Liwonde (1B1)_dis",152
"351",1971-10-17,"Liwonde (1B1)_dis",152
"352",1971-10-18,"Liwonde (1B1)_dis",151
"353",1971-10-19,"Liwonde (1B1)_dis",150
"354",1971-10-20,"Liwonde (1B1)_dis",267
"355",1971-10-21,"Liwonde (1B1)_dis",344
"356",1971-10-22,"Liwonde (1B1)_dis",328
"357",1971-10-23,"Liwonde (1B1)_dis",323
"358",1971-10-24,"Liwonde (1B1)_dis",319
"359",1971-10-25,"Liwonde (1B1)_dis",313
"360",1971-10-26,"Liwonde (1B1)_dis",308
"361",1971-10-27,"Liwonde (1B1)_dis",306
"362",1971-10-28,"Liwonde (1B1)_dis",304
"363",1971-10-29,"Liwonde (1B1)_dis",304
"364",1971-10-30,"Liwonde (1B1)_dis",304
"365",1971-10-31,"Liwonde (1B1)_dis",304
"366",1971-11-01,"Liwonde (1B1)_dis",304
"367",1971-11-02,"Liwonde (1B1)_dis",305
"368",1971-11-03,"Liwonde (1B1)_dis",305
"369",1971-11-04,"Liwonde (1B1)_dis",302
"370",1971-11-05,"Liwonde (1B1)_dis",301
"371",1971-11-06,"Liwonde (1B1)_dis",300
"372",1971-11-07,"Liwonde (1B1)_dis",300
"373",1971-11-08,"Liwonde (1B1)_dis",300
"374",1971-11-09,"Liwonde (1B1)_dis",299
"375",1971-11-10,"Liwonde (1B1)_dis",295
"376",1971-11-11,"Liwonde (1B1)_dis",296
"377",1971-11-12,"Liwonde (1B1)_dis",297
"378",1971-11-13,"Liwonde (1B1)_dis",298
"379",1971-11-14,"Liwonde (1B1)_dis",296
"380",1971-11-15,"Liwonde (1B1)_dis",297
"381",1971-11-16,"Liwonde (1B1)_dis",298
"382",1971-11-17,"Liwonde (1B1)_dis",296
"383",1971-11-18,"Liwonde (1B1)_dis",295
"384",1971-11-19,"Liwonde (1B1)_dis",295
"385",1971-11-20,"Liwonde (1B1)_dis",296
"386",1971-11-21,"Liwonde (1B1)_dis",296
"387",1971-11-22,"Liwonde (1B1)_dis",294
"388",1971-11-23,"Liwonde (1B1)_dis",289
"389",1971-11-24,"Liwonde (1B1)_dis",285
"390",1971-11-25,"Liwonde (1B1)_dis",285
"391",1971-11-26,"Liwonde (1B1)_dis",285
"392",1971-11-27,"Liwonde (1B1)_dis",286
"393",1971-11-28,"Liwonde (1B1)_dis",289
"394",1971-11-29,"Liwonde (1B1)_dis",292
"395",1971-11-30,"Liwonde (1B1)_dis",293
"396",1971-12-01,"Liwonde (1B1)_dis",294
"397",1971-12-02,"Liwonde (1B1)_dis",295
"398",1971-12-03,"Liwonde (1B1)_dis",296
"399",1971-12-04,"Liwonde (1B1)_dis",297
"400",1971-12-05,"Liwonde (1B1)_dis",298
"401",1971-12-06,"Liwonde (1B1)_dis",297
"402",1971-12-07,"Liwonde (1B1)_dis",296
"403",1971-12-08,"Liwonde (1B1)_dis",294
"404",1971-12-09,"Liwonde (1B1)_dis",294
"405",1971-12-10,"Liwonde (1B1)_dis",294
"406",1971-12-11,"Liwonde (1B1)_dis",294
"407",1971-12-12,"Liwonde (1B1)_dis",294
"408",1971-12-13,"Liwonde (1B1)_dis",294
"409",1971-12-14,"Liwonde (1B1)_dis",295
"410",1971-12-15,"Liwonde (1B1)_dis",301
"411",1971-12-16,"Liwonde (1B1)_dis",316
"412",1971-12-17,"Liwonde (1B1)_dis",320
"413",1971-12-18,"Liwonde (1B1)_dis",304
"414",1971-12-19,"Liwonde (1B1)_dis",294
"415",1971-12-20,"Liwonde (1B1)_dis",292
"416",1971-12-21,"Liwonde (1B1)_dis",296
"417",1971-12-22,"Liwonde (1B1)_dis",299
"418",1971-12-23,"Liwonde (1B1)_dis",298
"419",1971-12-24,"Liwonde (1B1)_dis",300
"420",1971-12-25,"Liwonde (1B1)_dis",300
"421",1971-12-26,"Liwonde (1B1)_dis",300
"422",1971-12-27,"Liwonde (1B1)_dis",300
"423",1971-12-28,"Liwonde (1B1)_dis",302
"424",1971-12-29,"Liwonde (1B1)_dis",304
"425",1971-12-30,"Liwonde (1B1)_dis",305
"426",1971-12-31,"Liwonde (1B1)_dis",305
"427",1972-01-01,"Liwonde (1B1)_dis",305
"428",1972-01-02,"Liwonde (1B1)_dis",306
"429",1972-01-03,"Liwonde (1B1)_dis",308
"430",1972-01-04,"Liwonde (1B1)_dis",310
"431",1972-01-05,"Liwonde (1B1)_dis",308
"432",1972-01-06,"Liwonde (1B1)_dis",312
"433",1972-01-07,"Liwonde (1B1)_dis",319
"434",1972-01-08,"Liwonde (1B1)_dis",320
"435",1972-01-09,"Liwonde (1B1)_dis",320
"436",1972-01-10,"Liwonde (1B1)_dis",320
"437",1972-01-11,"Liwonde (1B1)_dis",322
"438",1972-01-12,"Liwonde (1B1)_dis",326
"439",1972-01-13,"Liwonde (1B1)_dis",331
"440",1972-01-14,"Liwonde (1B1)_dis",326
"441",1972-01-15,"Liwonde (1B1)_dis",329
"442",1972-01-16,"Liwonde (1B1)_dis",339
"443",1972-01-17,"Liwonde (1B1)_dis",340
"444",1972-01-18,"Liwonde (1B1)_dis",340
"445",1972-01-19,"Liwonde (1B1)_dis",341
"446",1972-01-20,"Liwonde (1B1)_dis",339
"447",1972-01-21,"Liwonde (1B1)_dis",336
"448",1972-01-22,"Liwonde (1B1)_dis",332
"449",1972-01-23,"Liwonde (1B1)_dis",334
"450",1972-01-24,"Liwonde (1B1)_dis",338
"451",1972-01-25,"Liwonde (1B1)_dis",340
"452",1972-01-26,"Liwonde (1B1)_dis",340
"453",1972-01-27,"Liwonde (1B1)_dis",340
"454",1972-01-28,"Liwonde (1B1)_dis",341
"455",1972-01-29,"Liwonde (1B1)_dis",371
"456",1972-01-30,"Liwonde (1B1)_dis",381
"457",1972-01-31,"Liwonde (1B1)_dis",385
"458",1972-02-01,"Liwonde (1B1)_dis",376
"459",1972-02-02,"Liwonde (1B1)_dis",367
"460",1972-02-03,"Liwonde (1B1)_dis",365
"461",1972-02-04,"Liwonde (1B1)_dis",363
"462",1972-02-05,"Liwonde (1B1)_dis",358
"463",1972-02-06,"Liwonde (1B1)_dis",356
"464",1972-02-07,"Liwonde (1B1)_dis",352
"465",1972-02-08,"Liwonde (1B1)_dis",351
"466",1972-02-09,"Liwonde (1B1)_dis",350
"467",1972-02-10,"Liwonde (1B1)_dis",348
"468",1972-02-11,"Liwonde (1B1)_dis",340
"469",1972-02-12,"Liwonde (1B1)_dis",335
"470",1972-02-13,"Liwonde (1B1)_dis",334
"471",1972-02-14,"Liwonde (1B1)_dis",333
"472",1972-02-15,"Liwonde (1B1)_dis",334
"473",1972-02-16,"Liwonde (1B1)_dis",336
"474",1972-02-17,"Liwonde (1B1)_dis",340
"475",1972-02-18,"Liwonde (1B1)_dis",343
"476",1972-02-19,"Liwonde (1B1)_dis",348
"477",1972-02-20,"Liwonde (1B1)_dis",350
"478",1972-02-21,"Liwonde (1B1)_dis",349
"479",1972-02-22,"Liwonde (1B1)_dis",353
"480",1972-02-23,"Liwonde (1B1)_dis",357
"481",1972-02-24,"Liwonde (1B1)_dis",364
"482",1972-02-25,"Liwonde (1B1)_dis",368
"483",1972-02-26,"Liwonde (1B1)_dis",373
"484",1972-02-27,"Liwonde (1B1)_dis",365
"485",1972-02-28,"Liwonde (1B1)_dis",368
"486",1972-02-29,"Liwonde (1B1)_dis",369
"487",1972-03-01,"Liwonde (1B1)_dis",365
"488",1972-03-02,"Liwonde (1B1)_dis",356
"489",1972-03-03,"Liwonde (1B1)_dis",353
"490",1972-03-04,"Liwonde (1B1)_dis",353
"491",1972-03-05,"Liwonde (1B1)_dis",353
"492",1972-03-06,"Liwonde (1B1)_dis",357
"493",1972-03-07,"Liwonde (1B1)_dis",361
"494",1972-03-08,"Liwonde (1B1)_dis",368
"495",1972-03-09,"Liwonde (1B1)_dis",366
"496",1972-03-10,"Liwonde (1B1)_dis",361
"497",1972-03-11,"Liwonde (1B1)_dis",361
"498",1972-03-12,"Liwonde (1B1)_dis",359
"499",1972-03-13,"Liwonde (1B1)_dis",358
"500",1972-03-14,"Liwonde (1B1)_dis",357
"501",1972-03-15,"Liwonde (1B1)_dis",357
"502",1972-03-16,"Liwonde (1B1)_dis",357
"503",1972-03-17,"Liwonde (1B1)_dis",359
"504",1972-03-18,"Liwonde (1B1)_dis",359
"505",1972-03-19,"Liwonde (1B1)_dis",360
"506",1972-03-20,"Liwonde (1B1)_dis",360
"507",1972-03-21,"Liwonde (1B1)_dis",360
"508",1972-03-22,"Liwonde (1B1)_dis",360
"509",1972-03-23,"Liwonde (1B1)_dis",360
"510",1972-03-24,"Liwonde (1B1)_dis",360
"511",1972-03-25,"Liwonde (1B1)_dis",364
"512",1972-03-26,"Liwonde (1B1)_dis",365
"513",1972-03-27,"Liwonde (1B1)_dis",368
"514",1972-03-28,"Liwonde (1B1)_dis",365
"515",1972-03-29,"Liwonde (1B1)_dis",363
"516",1972-03-30,"Liwonde (1B1)_dis",365
"517",1972-03-31,"Liwonde (1B1)_dis",367
"518",1972-04-01,"Liwonde (1B1)_dis",369
